Module,Title,Type,Link
Endocrinologie,ITEM 245-5 - DIABETE-COMPLICATION CHRONIQUE,PDF,https://drive.google.com/file/d/1P9Qp9pFhy40nJ-e6rANsE2SGGLFs-mTJ/view?usp=drivesdk
Endocrinologie,ITEM 245-3 - DIABETE TYPE 2,PDF,https://drive.google.com/file/d/1MKSY-BJLLYwP09sHq9sptugmDW9u18-W/view?usp=drivesdk
Endocrinologie,ITEM 266 - HYPERCALCEMIE,PDF,https://drive.google.com/file/d/1MmV6G24ooOwwuYOcqlvnx9iS2yBiyUOy/view?usp=drivesdk
Endocrinologie,ITEM 266 - HYPOCALCEMIE,PDF,https://drive.google.com/file/d/1wVEzXfk-Ha_lVzUJrI79gwuZUdVy0Top/view?usp=drivesdk
Endocrinologie,ITEM 245-2 - DIABETE TYPE 1,PDF,https://drive.google.com/file/d/1e-ii_a1UrTM-kNFBbvtb4f5i3bPKcWGq/view?usp=drivesdk
Endocrinologie,ITEM 245 - DIABETE-COMPLICATION AIGUE_V2,PDF,https://drive.google.com/file/d/1CFEzht4iZde_22Jw0lGf0ItyJrx3H5b1/view?usp=drivesdk
Endocrinologie,ITEM 241 - HYPOTHYROIDIE,PDF,https://drive.google.com/file/d/1iGuuq_9KwSKNJCTOWaV2Q3MZXBB4d2GK/view?usp=drivesdk
Endocrinologie,ITEM 245-1 - DIABETE,PDF,https://drive.google.com/file/d/1N4nR1IDuPhoVdB64j0V_QDOTLCPt38A-/view?usp=drivesdk
Endocrinologie,ITEM 243 - INSUFFISANCE SURRENALE,PDF,https://drive.google.com/file/d/1Kx_MGurUoFspHktweEewIjMyCFjcSALw/view?usp=drivesdk
Endocrinologie,ITEM 240 - HYPERTHYROIDIE_V2,PDF,https://drive.google.com/file/d/1zvkrFywxGLIQJ9d_y9uR3cBQc5dGGVem/view?usp=drivesdk
Endocrinologie,ITEM 244 - GYNECOMASTIE_V2,PDF,https://drive.google.com/file/d/1m5aANhYuVfpSM1glWZJdxlwLQz099nKW/view?usp=drivesdk
Endocrinologie,ITEM 221 - HTA ENDOCRINIENNE,PDF,https://drive.google.com/file/d/1hzjLBmft-SU2plUP9tOzXREYBYU_NAVW/view?usp=drivesdk
Endocrinologie,ITEM 242 - ADENOME HYPOPHYSAIRE,PDF,https://drive.google.com/file/d/1ufplSBKmwzmBJzd8JfxZoTXKqFiZJ9cq/view?usp=drivesdk
Endocrinologie,ITEM 220 - DYSLIPIDEMIE,PDF,https://drive.google.com/file/d/1aWvvTrjg_hFvCryMjsahIowDhW2EyFFQ/view?usp=drivesdk
Endocrinologie,ITEM 239 - NODULE-GOITRE THYROIDIEN,PDF,https://drive.google.com/file/d/1iPVOoemmpC43gYAy5xVDlv4FFk8X8eDE/view?usp=drivesdk
Endocrinologie,ITEM 242 - SYNDROME HYPERSECRETION,PDF,https://drive.google.com/file/d/1Jcel_T0JfAnzX18cdKUswhqOwhmIzitW/view?usp=drivesdk
Endocrinologie,ITEM 239 - CANCER THYROIDIEN,PDF,https://drive.google.com/file/d/15nbNO9zymESLyJXVATGfa3CJVY8urJou/view?usp=drivesdk
Endocrinologie,ITEM 238 - HYPOGLYCEMIE,PDF,https://drive.google.com/file/d/1viwQj3Fp2UkHvLg0gRDjQvRmZC08pV4b/view?usp=drivesdk
Maladie infectieuse,ITEM 171 - VOYAGE PAYS TROPICAL,PDF,https://drive.google.com/file/d/1flBLi8eThNRhcsztSxCTHoVXYkq67pkq/view?usp=drivesdk
Maladie infectieuse,ITEM 362 - AES,PDF,https://drive.google.com/file/d/1UDAprfZD4J5lWDkoTOVCxCS0oFGNk7kK/view?usp=drivesdk
Maladie infectieuse,ITEM 172 - DIARRHEE INFECTIEUSE,PDF,https://drive.google.com/file/d/1fwMXlCYaX9z4VQvGKn5R0UeCdGiHbjp9/view?usp=drivesdk
Maladie infectieuse,ITEM 173 - ANTI-INFECTIEUX,PDF,https://drive.google.com/file/d/1YAUH1crTNolfyScX_LLwbiGIxpRNZx_a/view?usp=drivesdk
Maladie infectieuse,ITEM 4 - INFECTION NOSOCOMIALE,PDF,https://drive.google.com/file/d/13OzWPB0-7A0plwNGV5f97BReq4mJp8a5/view?usp=drivesdk
Maladie infectieuse,ITEM 187 - FIEVRE IMMUNODEPRIME,PDF,https://drive.google.com/file/d/1vjugcEC0VoKGgsHPsWfk_gTdX4mTy9aS/view?usp=drivesdk
Maladie infectieuse,ITEM 170 - MIGRANT,PDF,https://drive.google.com/file/d/1J19AIptXmyOylSBvjMuw1v0p7r77HqMx/view?usp=drivesdk
Maladie infectieuse,ITEM 174 - RISQUES EMERGENTS,PDF,https://drive.google.com/file/d/1vg9xUqInMC46giIqLeZA8e074vMwob-x/view?usp=drivesdk
Maladie infectieuse,ITEM 169 - ZOONOSE,PDF,https://drive.google.com/file/d/1qcYnXGUejBnYVmOhQ57YkWOyO6ALMGma/view?usp=drivesdk
Maladie infectieuse,ITEM 165 - VIH,PDF,https://drive.google.com/file/d/1v-WNr7emdWqC5tgRhnhSA3ku7Qp8C_r4/view?usp=drivesdk
Maladie infectieuse,ITEM 166 - PALUDISME,PDF,https://drive.google.com/file/d/1evZsxRugLwAB5xJHDyIt1OfX9YGKahRA/view?usp=drivesdk
Maladie infectieuse,ITEM 168 - PARASITOSE DIGESTIVE,PDF,https://drive.google.com/file/d/1DsGj4SwtZ9gqr36rtuLysHPhXwrdFBgU/view?usp=drivesdk
Maladie infectieuse,ITEM 159 - COQUELUCHE_infectieux,PDF,https://drive.google.com/file/d/1wt5LV0o8bC5sFxkzu6MW3s7yb0ItGFnT/view?usp=drivesdk
Maladie infectieuse,ITEM 161 - OREILLONS,PDF,https://drive.google.com/file/d/1BI78fjL0qjnvfKIjcsj_gkPMoEZRLI2k/view?usp=drivesdk
Maladie infectieuse,ITEM 164 - HERPES VIRUS,PDF,https://drive.google.com/file/d/1xyyC3R7mbNpxois9F33MCwuBFBLq9e_d/view?usp=drivesdk
Maladie infectieuse,ITEM 162 - GRIPPE,PDF,https://drive.google.com/file/d/1mCgrBUFLUCHqINn9zNp92Kc8LEIW4hb9/view?usp=drivesdk
Maladie infectieuse,ITEM 163 - HEPATITE,PDF,https://drive.google.com/file/d/16UE1x1a-TVqlxjP2xmFju0Rq48xey2-J/view?usp=drivesdk
Maladie infectieuse,ITEM 157 - INFECTION URINAIRE_0,PDF,https://drive.google.com/file/d/1NSznT9AmOIdopOuGaeuc1c3d0bFg5YlO/view?usp=drivesdk
Maladie infectieuse,ITEM 158 - IST,PDF,https://drive.google.com/file/d/1tcaAogEGjGPaP4GnBXcNsyFou4WcS1E1/view?usp=drivesdk
Maladie infectieuse,ITEM 155 - TUBERCULOSE,PDF,https://drive.google.com/file/d/1cBVLEbMAlhervr4sWDpfKf_kq4JD5kf1/view?usp=drivesdk
Maladie infectieuse,ITEM 156 - TETANOS,PDF,https://drive.google.com/file/d/1wyVlhJ1_48vLe1VWVcLO3bjrBfantfZe/view?usp=drivesdk
Maladie infectieuse,ITEM 144 - FIEVRE AIGUE,PDF,https://drive.google.com/file/d/1kKU0POrDeMTGSQjpP6RQq9GPhSgYB1k1/view?usp=drivesdk
Maladie infectieuse,ITEM 153 - INFECTION OSTEOARTICULAIRE_0,PDF,https://drive.google.com/file/d/1hHi4-xAx0vOOtOmOxyd947U6RFgOrmgc/view?usp=drivesdk
Maladie infectieuse,ITEM 148 - MENINGITE,PDF,https://drive.google.com/file/d/1n_pRbu5Qp_oLtQ7T15GthALsGt8GgLMT/view?usp=drivesdk
Maladie infectieuse,ITEM 151 - INFECTION BRONCHOPULMONAIRE,PDF,https://drive.google.com/file/d/1-7kALlE_9UXfx1P6q32hjcDLE-axyVV7/view?usp=drivesdk
Maladie infectieuse,ITEM 149 - ENDOCARDITE,PDF,https://drive.google.com/file/d/1S_nMs7qDtPNq1Lfk1ALcYs2yowONMMFz/view?usp=drivesdk
Maladie infectieuse,ITEM 143 - VACCIN,PDF,https://drive.google.com/file/d/1vUeR_pNJwMkruSpLP6l9s6sgzAVA1SED/view?usp=drivesdk
Gériatrie,ITEM 106 - CONFUSION SUJET AGE,PDF,https://drive.google.com/file/d/1CL6x61d9K0aO4QbAGA3z215juH_mg2LB/view?usp=drivesdk
Gériatrie,ITEM 68 - TROUBLES PSYCHIQUES SUJET AGE,PDF,https://drive.google.com/file/d/1r-KBifzkmhM782fznlaijg8YB9xFt9Te/view?usp=drivesdk
Gériatrie,ITEM 250 - NUTRITION SUJET AGE,PDF,https://drive.google.com/file/d/1NG_Vj8Zd58jt0atQfPnXnMcwruScISaF/view?usp=drivesdk
Gériatrie,ITEM 130 - AUTONOMIE-DEPENDANCE,PDF,https://drive.google.com/file/d/1l55Ogn0pGBNuOyr5xW894473_PUTStdR/view?usp=drivesdk
Gériatrie,ITEM 119 - VIEILLISSEMENT NORMAL,PDF,https://drive.google.com/file/d/1ABc6Yz4A3KgxoSMpsPJygbA1nssDooio/view?usp=drivesdk
Gériatrie,ITEM 128 - CHUTE SUJET AGE,PDF,https://drive.google.com/file/d/10mEmClDtL4f4PgfR19Ukw2VVJebg0VSt/view?usp=drivesdk
Gériatrie,ITEM 126 - PERSONNE AGEE MALADE,PDF,https://drive.google.com/file/d/1hVq5PLZ73sOokGMnnNszA4Wd68RojKJc/view?usp=drivesdk
Hépato - Gastrologie,ITEM 353 - PANCREATITE AIGUE,PDF,https://drive.google.com/file/d/1asNxEt8tX5YfjAOcmDyY2ASR6XJFbcC7/view?usp=drivesdk
Hépato - Gastrologie,ITEM 352 - PERITONITE AIGUE,PDF,https://drive.google.com/file/d/1Z-Bl0ni3KD3e5zzUuCZdCBw3bKZ1v6_D/view?usp=drivesdk
Hépato - Gastrologie,ITEM 305 - TUMEUR PANCREAS,PDF,https://drive.google.com/file/d/12TxZhroQumZzwxgV4574EqyOST897e3m/view?usp=drivesdk
Hépato - Gastrologie,ITEM 351 - APPENDICITE,PDF,https://drive.google.com/file/d/1rsutJizdoIGz7d4SOiV4d9WVGiJRHqrG/view?usp=drivesdk
Hépato - Gastrologie,ITEM 349 - SYNDROME OCCLUSIF,PDF,https://drive.google.com/file/d/1gEfmfKzN-2D-hpzjCEkPCoFV6Ls17Qo1/view?usp=drivesdk
Hépato - Gastrologie,ITEM 350 - HEMORRAGIE DIGESTIVE,PDF,https://drive.google.com/file/d/15iDGCxRsv3j4nyFH2W4EG2btlppSBr8A/view?usp=drivesdk
Hépato - Gastrologie,ITEM 301 - TUMEUR DU FOIE,PDF,https://drive.google.com/file/d/1PRmvunbg4gkkVmxdoFD-r8GjJxMRivZZ/view?usp=drivesdk
Hépato - Gastrologie,ITEM 302 - TUMEUR OESOPHAGE,PDF,https://drive.google.com/file/d/1AL2vuoqOPDiALytTMNwVCKWH3Ot8ZY43/view?usp=drivesdk
Hépato - Gastrologie,ITEM 282 - DIARRHEE CHRONIQUE_V2,PDF,https://drive.google.com/file/d/13o20sFkwwIN7SyyDOQwZ9o9cojYNgfS5/view?usp=drivesdk
Hépato - Gastrologie,ITEM 298 - TUMEUR COLORECTALE,PDF,https://drive.google.com/file/d/1DDbnCCeEcGIK8oQ9gQJLgcOUVvWvNNqT/view?usp=drivesdk
Hépato - Gastrologie,ITEM 300 - TUMEUR ESTOMAC,PDF,https://drive.google.com/file/d/1EkXDWATfW5mNfEbxVtvGLB9Mx-jmKPgC/view?usp=drivesdk
Hépato - Gastrologie,ITEM 283 - DIARRHEE AIGUE,PDF,https://drive.google.com/file/d/1kd4dSP69OixvVdONJWhuechYPZ5JMt17/view?usp=drivesdk
Hépato - Gastrologie,ITEM 276 - CIRRHOSE,PDF,https://drive.google.com/file/d/1Pt5F6BmyOafSGV86RxX8aIzbHW-LvGiC/view?usp=drivesdk
Hépato - Gastrologie,ITEM 285 - PATHOLOGIE HEMORROIDAIRE,PDF,https://drive.google.com/file/d/1A16mCY4BFcKHdC2i62T9OT073tQgjrWV/view?usp=drivesdk
Hépato - Gastrologie,ITEM 284 - DIVERTICULOSE ET SIGMOIDITE,PDF,https://drive.google.com/file/d/1sSc_5eUbkGTloLYo7VtVncbQ7WevZ_gO/view?usp=drivesdk
Hépato - Gastrologie,ITEM 286 - HERNIE PARIETALE,PDF,https://drive.google.com/file/d/1LeudY-mqY8LtvoDp9c_Vy2PIwrnIDksZ/view?usp=drivesdk
Hépato - Gastrologie,ITEM 279 - MICI,PDF,https://drive.google.com/file/d/1bUg0DfQPoDQT1U_6__JKo6WTp942sK18/view?usp=drivesdk
Hépato - Gastrologie,ITEM 281 - COLOPATHIE FONCTIONNELLE,PDF,https://drive.google.com/file/d/1g1fPLIVsbOWtw4wuE_sZ9Pmzz3t_v-7u/view?usp=drivesdk
Hépato - Gastrologie,ITEM 277 - ASCITE,PDF,https://drive.google.com/file/d/1qRh7C5_IJK3XGq1ahUNoSG93y3KBlUKf/view?usp=drivesdk
Hépato - Gastrologie,ITEM 280 - CONSTIPATION,PDF,https://drive.google.com/file/d/1LlY5ruxThELXIhyFdXHPM64Oi0myBdZo/view?usp=drivesdk
Hépato - Gastrologie,ITEM 275 - ICTERE,PDF,https://drive.google.com/file/d/1Fo2iKqo914t1P__hNFapr7CyQBX1rxPG/view?usp=drivesdk
Hépato - Gastrologie,ITEM 278 - PANCREATITE CHRONIQUE,PDF,https://drive.google.com/file/d/1VKFtr_g9aKFJEk6fty2IZbQj-dQasaqv/view?usp=drivesdk
Hépato - Gastrologie,ITEM 274 - LITHIASE BILIAIRE,PDF,https://drive.google.com/file/d/1kffIUKneFRJWUSSLtb4QDjOgKslmsRIF/view?usp=drivesdk
Hépato - Gastrologie,ITEM 273 - HEPATOMEGALIE ET MASSE ABDO,PDF,https://drive.google.com/file/d/1UKxxD4ujreFWnHHIiaP4__1mbDIhv8Ls/view?usp=drivesdk
Hépato - Gastrologie,ITEM 271 - VOMISSEMENTS,PDF,https://drive.google.com/file/d/1TZzXCc9TfFGrCR-X6y2o-8B5Z6HQ7fTB/view?usp=drivesdk
Hépato - Gastrologie,ITEM 270 - DYSPHAGIE,PDF,https://drive.google.com/file/d/1OwjZO_MlOzGJHKrLNcIl1KhBqIgpzm0Y/view?usp=drivesdk
Hépato - Gastrologie,ITEM 269 - ULCERE GASTRODUODENAL-GASTRITE,PDF,https://drive.google.com/file/d/1ifs7nQTcbjMKtPFYmfVL6yqyl8gWRfhp/view?usp=drivesdk
Hépato - Gastrologie,ITEM 268 - RGO_1,PDF,https://drive.google.com/file/d/1bmO6YJgbu-ey1mDqtjk6g-V_h3nCsuoa/view?usp=drivesdk
Hépato - Gastrologie,ITEM 267 - DOULEUR ABDOMINALE,PDF,https://drive.google.com/file/d/1haKYuyZyViQTK9wEkmXkyZVqbbfPlrwu/view?usp=drivesdk
Hépato - Gastrologie,ITEM 163 - ANOMALIES BILAN HEPATIQUE_V2,PDF,https://drive.google.com/file/d/1OY3cnIoEQkUPUk4M_KJR2Lu1R9t6DBUE/view?usp=drivesdk
Hépato - Gastrologie,ITEM 163 - HEPATITE,PDF,https://drive.google.com/file/d/1Blc8fFtvkIFzMHJ6xaHVtSPHGQh8Ms_I/view?usp=drivesdk
Hépato - Gastrologie,ITEM 197 - TRANSPLANTATION HEPATIQUE,PDF,https://drive.google.com/file/d/1HUh684W97z7b4sDkqvXo5NQphzrBXXqg/view?usp=drivesdk
Gynécologie,ITEM 42 - TUMEFACTION PELVIENNE,PDF,https://drive.google.com/file/d/1EmGU9JEfS4zefKWYUMIlfhUeoKLWoHfJ/view?usp=drivesdk
Gynécologie,ITEM 40 - AMENORRHEE,PDF,https://drive.google.com/file/d/1xRFAZRiY5yPNw4xSGF59hsiEEDjYHFBH/view?usp=drivesdk
Gynécologie,ITEM 33 - SUITE DE COUCHE PATHO,PDF,https://drive.google.com/file/d/1Bf_ujB_pJYSv_egyNbKbJ3a-pmoNmuZ2/view?usp=drivesdk
Gynécologie,ITEM 41 - HEMORRAGIE GENITALE,PDF,https://drive.google.com/file/d/13VS15RX4L3a1K4i9I08CNe0-Scyky-s7/view?usp=drivesdk
Gynécologie,ITEM 56 - TROUBLE SEXUALITE,PDF,https://drive.google.com/file/d/1h6eeMOZkXCgwHHbd9EnrVfwZVWAWxSZ-/view?usp=drivesdk
Gynécologie,ITEM 39 - ALGIE PELVIENNE,PDF,https://drive.google.com/file/d/1u-KdPLyai8BJE7PH6hon-9TRjvCdjyRh/view?usp=drivesdk
Gynécologie,ITEM 35 - CONTRACEPTION,PDF,https://drive.google.com/file/d/1BDGL8ZRVRa-Vyk0QORGsjU7x_8qhRtxF/view?usp=drivesdk
Gynécologie,ITEM 297 - TUMEUR DU CORPS UTERIN,PDF,https://drive.google.com/file/d/1UzI86cYrkWB0C4SIr17PGyN2kaQc8DkY/view?usp=drivesdk
Gynécologie,ITEM 38 - AMP,PDF,https://drive.google.com/file/d/17mDXm1T-VvHj7lV5dV-_CB7uvpggr8mt/view?usp=drivesdk
Gynécologie,ITEM 36 - IVG,PDF,https://drive.google.com/file/d/1IWlvu8ovEqvrnzufrNJIkGcsZNv23Hb4/view?usp=drivesdk
Gynécologie,ITEM 37 - STERILITE DU COUPLE,PDF,https://drive.google.com/file/d/114asENaj-DKiiD0aDdE3fS4nnb-fLuGm/view?usp=drivesdk
Gynécologie,ITEM 34 - ANOMALIE CYCLE MENSTRUEL,PDF,https://drive.google.com/file/d/1WDOc-Qb75OMQvLyCAEYqTBYTmNJzutX4/view?usp=drivesdk
Gynécologie,ITEM 303 - TUMEUR DE LOVAIRE,PDF,https://drive.google.com/file/d/13-GsU4j7JedAJTGYNDQjJPCnJpjQRbGR/view?usp=drivesdk
Gynécologie,ITEM 309 - TUMEUR DU SEIN,PDF,https://drive.google.com/file/d/1s9TPSuyiqM2kbfuyCZ04QTgN8V2AU60m/view?usp=drivesdk
Gynécologie,ITEM 339 - HTA-PREECLAMPSIE,PDF,https://drive.google.com/file/d/1ExVVkLYJA4o46qSJPOzlKsOhwGddiiWk/view?usp=drivesdk
Gynécologie,ITEM 297 - TUMEUR DU COL UTERIN,PDF,https://drive.google.com/file/d/195HXFwLL5hnbnu07lm0n63JVNfLfZNEK/view?usp=drivesdk
Gynécologie,ITEM 30 - ACCOUCHEMENT,PDF,https://drive.google.com/file/d/1A6_U9-6XWtx5-OqqgRXId2guo7ZDkHLW/view?usp=drivesdk
Gynécologie,ITEM 32 - ALLAITEMENT,PDF,https://drive.google.com/file/d/1tS8FWOeRi1ZlxRszynZXRR3rBQ4h3beG/view?usp=drivesdk
Gynécologie,ITEM 27 - GROSSESSE ET INFECTION URINAIRE,PDF,https://drive.google.com/file/d/1yu6gB8r3TYWN0_WyC4yUfucDD3t8dUiB/view?usp=drivesdk
Gynécologie,ITEM 29 - PREMATURITE - RCIU,PDF,https://drive.google.com/file/d/1W42lIqtNSz-c43-FuybkypHDrAProt70/view?usp=drivesdk
Gynécologie,ITEM 26 - RISQUE FOETAL INFECTIEUX,PDF,https://drive.google.com/file/d/1yVoA2nIUvpdPDSMP1XS9kDCDhhyz4aEZ/view?usp=drivesdk
Gynécologie,ITEM 28 - GROSSESSE ET RISQUES PROFESSIONNELS,PDF,https://drive.google.com/file/d/1DSMJFYXAQ9xGI-xytRpA6sFsEpKUVh29/view?usp=drivesdk
Gynécologie,ITEM 26 - RISQUE FOETAL TOXIQUE,PDF,https://drive.google.com/file/d/13ySXBZ8voTomIGU70UawgqnJrZYLKUbk/view?usp=drivesdk
Gynécologie,ITEM 26 - RISQUE FOETAL MEDICAMENTEUX,PDF,https://drive.google.com/file/d/1d1M2bM-2LVl8V6eLhgOcgJtcHp500Ms1/view?usp=drivesdk
Gynécologie,ITEM 23 - HEMORRAGIE GENITALE ET GROSSESSE,PDF,https://drive.google.com/file/d/10IeLzg7c2gJdN5-GNmXQ7nJLte4Bdc0b/view?usp=drivesdk
Gynécologie,ITEM 158 - INFECTION GENITALE,PDF,https://drive.google.com/file/d/1dnAbWUBhe8WLWXYnn4xEUpCXSVYUWKi1/view?usp=drivesdk
Gynécologie,ITEM 25 - DOULEUR ABDO FEMME ENCEINTE,PDF,https://drive.google.com/file/d/1oQ3svvnM3MmfCFzmMyUkFSzLKpdHy7xX/view?usp=drivesdk
Gynécologie,ITEM 23 - FIEVRE ET GROSSESSE,PDF,https://drive.google.com/file/d/1ivVgIkzZZgBTY9lP7aRWNRk2oOQSQuYs/view?usp=drivesdk
Gynécologie,ITEM 252 - DIABETE ET GROSSESSE,PDF,https://drive.google.com/file/d/1KuW0DoVcRnZkQaB_qO8ojEJEnTh75G4I/view?usp=drivesdk
Gynécologie,ITEM 22 - GROSSESSE NORMALE,PDF,https://drive.google.com/file/d/1-CLk2MBnfCuwR9GtLrZUdugYchajNKH-/view?usp=drivesdk
Gynécologie,ITEM 252 - NUTRITION ET GROSSESSE,PDF,https://drive.google.com/file/d/1KdQhatC3T_2DsovFxKS-vsYFS6zoBPtY/view?usp=drivesdk
Gynécologie,ITEM 23 - MAP,PDF,https://drive.google.com/file/d/1wAhePk8D5zg8dTetNueMo1Qj25kFWMgk/view?usp=drivesdk
Gynécologie,ITEM 24 - GEU,PDF,https://drive.google.com/file/d/1-AGq6eM8XL0ezlBj7ZVr1gCChYaQNigY/view?usp=drivesdk
Gynécologie,ITEM 23 - IMMUNISATION MATERNO-FOETALE,PDF,https://drive.google.com/file/d/1Zg84j0eot-OzjYgsVMIK2je9Cgw8lqjX/view?usp=drivesdk
Gynécologie,ITEM 121 - TROUBLES MICTIONNELS,PDF,https://drive.google.com/file/d/1PztBqau62VROv5HF4UmsvQl7lERLzDnY/view?usp=drivesdk
Gynécologie,ITEM 21 - BILAN PRECONCEPTIONNEL,PDF,https://drive.google.com/file/d/18Ddv84DtlnXyXBX_lwZMT-addgkx7oZJ/view?usp=drivesdk
Gynécologie,ITEM 133 - ANALGESIE OBSTETRICALE,PDF,https://drive.google.com/file/d/1gj71qVo7A-sVVwaQPI-mytwrSlkUMaV4/view?usp=drivesdk
Gynécologie,ITEM 120 - MENOPAUSE,PDF,https://drive.google.com/file/d/1tyYQACO9kNu2ZPK1YvWuz-0LXDbA1-_E/view?usp=drivesdk
Médecine interne,ITEM 217 - AMYLOSE,PDF,https://drive.google.com/file/d/1hxLVLZmQngiAcHtmr8YLKYxiOpr_H31Q/view?usp=drivesdk
Médecine interne,ITEM 216 - ADP SUPERFICIELLE,PDF,https://drive.google.com/file/d/15CsM3vfeRysHm8Y0GPNRJpOlyn8uf1DB/view?usp=drivesdk
Médecine interne,ITEM 237 - ACROSYNDROME,PDF,https://drive.google.com/file/d/1t5vIanyBdVeRRhkpbT0mjkhiIl2EiWn1/view?usp=drivesdk
Médecine interne,ITEM 215 - PATHOLOGIE DU FER,PDF,https://drive.google.com/file/d/1_SNVlQZJN32otlfIdneLZqI9k-cr5Wp-/view?usp=drivesdk
Médecine interne,ITEM 207 - SARCOIDOSE,PDF,https://drive.google.com/file/d/1NRYWTaMR0ofjxeVb_g_ZWbdlqNJ8DVSR/view?usp=drivesdk
Médecine interne,ITEM 214 - HYPEREOSINOPHILIE,PDF,https://drive.google.com/file/d/1bQl1uLEZF_Z60GbKvtpjpQlj-hEMQe93/view?usp=drivesdk
Médecine interne,ITEM 198 - BIOTHERAPIE,PDF,https://drive.google.com/file/d/1-MOa9Wkc4A8F7pnuVvPFs9rPSVVKTlIy/view?usp=drivesdk
Médecine interne,ITEM 197 - TRANSPLANTATION,PDF,https://drive.google.com/file/d/1hpO2iEF7b0FqhULkts6SgZgPA6cHpJmb/view?usp=drivesdk
Médecine interne,ITEM 191 - ARTERITE A CELLULES GEANTES,PDF,https://drive.google.com/file/d/1WBrptD7kYTIeO6wnky8yS9lOAv_hLMYM/view?usp=drivesdk
Médecine interne,ITEM 211 - PURPURA_0,PDF,https://drive.google.com/file/d/1wBWv_S8kcxqbWaY3ppmZG8S-cEhzsRDq/view?usp=drivesdk
Médecine interne,ITEM 190 - LUPUS,PDF,https://drive.google.com/file/d/14Od4hrXxAYzTzO-dF7PslEC6wvi_biVe/view?usp=drivesdk
Médecine interne,ITEM 189 - VASCULARITE,PDF,https://drive.google.com/file/d/1xgJ-B0qOg0Q6aNVP4b_v_HHJUil0TO2Z/view?usp=drivesdk
Médecine interne,ITEM 186 - FIEVRE PROLONGEE,PDF,https://drive.google.com/file/d/18rpTgqZ4SrzXIapgvhfju-NVW2OAYsYn/view?usp=drivesdk
Médecine interne,ITEM 182 - ALLERGIE,PDF,https://drive.google.com/file/d/1CFHTfZV8Dc1YZsKzKx3096mVuhpN_0SD/view?usp=drivesdk
Médecine interne,ITEM 188 - PATHOLOGIE AUTOIMMUNE,PDF,https://drive.google.com/file/d/1-Or2-mUq627fefH55Ir_Az96WwVN1WIZ/view?usp=drivesdk
Médecine interne,ITEM 181 - REACTION INFLAMMATOIRE,PDF,https://drive.google.com/file/d/1iVOrGNJxHNwH5OOMN9f1YQhv7TYnmPlx/view?usp=drivesdk
Médecine interne,ITEM 185 - DEFICIT IMMUNITAIRE,PDF,https://drive.google.com/file/d/13sY7rOF6yVpCxynluggWJwEVj4GHmv9K/view?usp=drivesdk
Neurologie,ITEM 99 - PARALYSIE FACIALE_0,PDF,https://drive.google.com/file/d/1Yj5x4Cce9zTzfEEbIsOv0wd2mN3Oc73B/view?usp=drivesdk
Neurologie,ITEM 98 - CEPHALEES-HTIC,PDF,https://drive.google.com/file/d/16Xz6_gptdyDceILHF9bkwdYrf82aq1TM/view?usp=drivesdk
Neurologie,ITEM 96 - MYASTHENIE,PDF,https://drive.google.com/file/d/1ra-tJhveWiUCbxDLAy1D-YisjiOtjDSr/view?usp=drivesdk
Neurologie,ITEM 95 - POLYRADICULONEVRITE AIGUE,PDF,https://drive.google.com/file/d/1LWerJ2PMlSsx2RnuSNhYPLtxpfHfSsIk/view?usp=drivesdk
Neurologie,ITEM 97 - MIGRAINES-ALGIE DE LA FACE,PDF,https://drive.google.com/file/d/1cGkUL5ee_JDewazabMkmV1hoOwf9XGf8/view?usp=drivesdk
Neurologie,ITEM 94 - NEUROPATHIE PERIPHERIQUE_V2,PDF,https://drive.google.com/file/d/1ATxO4ofiu357ME_ZLhlKyfBHD0potC3F/view?usp=drivesdk
Neurologie,ITEM 93 - RADICULALGIE-SYNDROME CANALAIRE_0,PDF,https://drive.google.com/file/d/1-kgMs2wT0DMpKyHRFXiyBok0edjwuQax/view?usp=drivesdk
Neurologie,ITEM 91 - COMPRESSION MEDULLAIRE,PDF,https://drive.google.com/file/d/1gFB5N_jQtchms1Cho3Rq1dAB0jz7VASE/view?usp=drivesdk
Neurologie,ITEM 90 - DEFICIT SENSITIVO-MOTEUR MEMBRE,PDF,https://drive.google.com/file/d/1OXFEWCWIclCWjgOvPvsnUZeR2vvj-L4G/view?usp=drivesdk
Neurologie,ITEM 338 - ETAT CONFUSIONNEL,PDF,https://drive.google.com/file/d/1Vb_88sMC5YncBx-_a3OHxfQWuNKJtOk7/view?usp=drivesdk
Neurologie,ITEM 74 - COMPLICATION NEURO ALCOOL,PDF,https://drive.google.com/file/d/1usaLlWihFu9x9S3ke1OM4FIXpIqx0FPW/view?usp=drivesdk
Neurologie,ITEM 336 - HEMORRAGIE MENINGEE,PDF,https://drive.google.com/file/d/1lm3XYlfihzj1bi84PoH22cctcZ5k98dM/view?usp=drivesdk
Neurologie,ITEM 89 - DEFICIT NEURO RECENT,PDF,https://drive.google.com/file/d/1YakM9ucRq0jbMvgQEXfV6FNt4zXZQ68F/view?usp=drivesdk
Neurologie,ITEM 335 - AVC_V2,PDF,https://drive.google.com/file/d/16O1yDVEKXWteQQbxjpFHqzPSF94cgNbi/view?usp=drivesdk
Neurologie,ITEM 330 - TRAUMA CRANIEN,PDF,https://drive.google.com/file/d/1bZtqaxhZApO1RVjktA5l2kNDO51spSzU/view?usp=drivesdk
